"144;""POVIDONE IODINE SOLUTION 3.785 LIT."";"""";1;""1071"";"""";"""";""""",
"145;""FLAGYL 400mg"";"""";1;""1072"";"""";"""";""""",
"146;""VETSCAN EQUINE PROFILE PLUS 12/BOX"";"""";1;""1073"";"""";"""";""""",
"147;""DEXTROSE 50% 500ml"";"""";1;""1074"";"""";"""";""""",
"148;""ULTRA FLEX 852g UNVIT"";"""";1;""1075"";"""";"""";""""",
"149;""VETSCAN HM5 REAGENT PACK"";"""";1;""1077"";"""";"""";""""",
"150;""VETERINARY LINIMENT 3.8L ABSORBINE"";"""";1;""1079"";"""";"""";""""",
"151;""ELEVATE WS 8OZ"";"""";1;""1080"";"""";"""";""""",
"152;""AINTREE FOAL MILK"," 10kg LILLIDALE"";"""";1;""1081"";"""";"""";"""""
"153;""MICIX 50 ml INJ"";"""";1;""1082"";"""";"""";""""",
"154;""PRP KITS"";"""";1;""1085"";"""";"""";""""",
"155;""JODORESP"";"""";1;""1088"";"""";"""";""""",
"156;""HEMOREX PASTE 30gm"";"""";1;""1089"";"""";"""";""""",
"157;""FECONTONIC 10.2kg"";"""";1;""1090"";"""";"""";""""",
"158;""CYCLE O'CALM"";"""";1;""1091"";"""";"""";""""",
"159;""POUDRE DE FRANCE SEAU"";"""";1;""1092"";"""";"""";""""",
"160;""PASKADOUCE POT"";"""";1;""1093"";"""";"""";""""",
"161;""MULTIPARIN"," 5ML"";"""";1;""1094"";"""";"""";"""""
"162;""Wound flushing solution 10 Sachets"";"""";1;""1096"";"""";"""";""""",
"163;""HYDROGEL WITH PLOYHEXANIDE"";"""";1;""1098"";"""";"""";""""",
"164;""CHROMISAC GTF"";"""";1;""1099"";"""";"""";""""",
"165;""STRESS BAN"";"""";1;""1100"";"""";"""";""""",
"166;""EQVALAN 1.6.08g PASTE"";"""";1;""1102"";"""";"""";""""",
"167;""HISTAMIL INJ 50ML"";"""";1;""1103"";"""";"""";""""",
"168;""ANCESOL 100ml"";"""";1;""1107"";"""";"""";""""",
"169;""NIZORAL CREAM 30GM"";"""";1;""1108"";"""";"""";""""",
"170;""CANESTEN CREAM 20GM"";"""";1;""1109"";"""";"""";""""",
"171;""VIRKON S DISINFECTANT 1KG"";"""";1;""1110"";"""";"""";""""",
"172;""EQUIVAC 2 IN 1 (1 ML)"";"""";1;""1111"";"""";"""";""""",
"173;""EQUIVAC – S ( STRANGLES) (1 ML)"";"""";1;""1112"";"""";"""";""""",
"174;""CREATINE 1 Kg"";"""";1;""1117"";"""";"""";""""",
"175;""VITAMIN K 10 Mg/Ml INJECTION"";"""";1;""1122"";"""";"""";""""",
"176;""PRASCEND TAB 60 X 1 mg"";"""";1;""1127"";"""";"""";""""",
"177;""BIFETACEL PLUS PASTE"";"""";1;""1128"";"""";"""";""""",
"178;""EQUITAK EXCEL 3 IN 1"";"""";1;""1129"";"""";"""";""""",
"179;""LACTANASA POWDER VETAFLEX"";"""";1;""1130"";"""";"""";""""",
"180;""REGUMATE 1 L"";"""";1;""1131"";"""";"""";""""",
"181;""VOLTAREN GEL 50 G"";"""";1;""1132"";"""";"""";""""",
"182;""CLOFAST GEL 20 G"";"""";1;""1133"";"""";"""";""""",
"183;""PROSTAL 20 ml"";"""";1;""1136"";"""";"""";""""",
"184;""EQUIPURE 100 ML"";"""";1;""1137"";"""";"""";""""",
"185;""EFFECTRIM GEL ORAL 33 GR"";"""";1;""1138"";"""";"""";""""",
"186;""COAGULANTE x 50 ML"";"""";1;""1140"";"""";"""";""""",
"187;""VENTIPULMIN – INJ 50 ML"";"""";1;""1142"";"""";"""";""""",
"188;""VENTOLIN EVOHALER 100 MG"";"""";1;""1143"";"""";"""";""""",
"189;""SALBUTAMOL SULFATE NEBULES2.5 MG"";"""";1;""1144"";"""";"""";""""",
"190;""EQUIMUCIL INJ 100 ML"";"""";1;""1145"";"""";"""";""""",
"191;""DOLOREX 10 ML"";"""";1;""1146"";"""";"""";""""",
"192;""ELOCOM LOTION 30 ML"";"""";1;""1147"";"""";"""";""""",
"193;""NIZORAL SHAMPOO"";"""";1;""1148"";"""";"""";""""",
"194;""OMEPRASH PASTE 6.15 GM"";"""";1;""1151"";"""";"""";""""",
"195;""HOOF BIOTINE 1 KG AUDEVARD"";"""";1;""1152"";"""";"""";""""",
"196;""CAMSOL CHERRY FLAVOUR SYRUP 250 ML"";"""";1;""1153"";"""";"""";""""",
"197;""CANESTEN SOLUTION 20 ML"";"""";1;""1154"";"""";"""";""""",
"198;""AB SUCRALFATE 500 TABLET"";"""";1;""1157"";"""";"""";""""",
"199;""DOXYCYCLINE 20% W.S.P 1 KG"";"""";1;""1158"";"""";"""";""""",
"200;""PRO GAST"";"""";1;""1159"";"""";"""";""""",
"201;""IVERMIC EQUINES - IVERMECTIN 1%"";"""";1;""1160"";"""";"""";""""",
"202;""CHLORHEXIDINE SCRUB 1 GALLON"";"""";1;""1161"";"""";"""";""""",
"203;""TOTAL IMMUNE BLAST 1.12 LBS"";"""";1;""1162"";"""";"""";""""",
"204;""SAND CLEAR 20LBS"";"""";1;""1163"";"""";"""";""""",
"205;""MYO GUARD 2LSB"";"""";1;""1164"";"""";"""";""""",
"206;""OB LUBE NON SUPERMICIDIAL 1 GALLON"";"""";1;""1165"";"""";"""";""""",
"207;""BCAA PASTE 80ML"";"""";1;""1166"";"""";"""";""""",
"208;""BCAA POWDER 4 LBS"";"""";1;""1167"";"""";"""";""""",
"209;""NO BLEEDING 30 gm"";"""";1;""1169"";"""";"""";""""",
"210;""HYVISC 2ML"";"""";1;""1170"";"""";"""";""""",
"211;""HEMO-STOP 100G"";"""";1;""1171"";"""";"""";""""",
"212;""ULTRA-H 852G"";"""";1;""1174"";"""";"""";""""",
"213;""PROPERCILLIN PET 100 ML"";"""";1;""1176"";"""";"""";""""",
"214;""TWDIL X POWDER  60GM"";"""";1;""1181"";"""";"""";""""",
"215;""TWDIL TWYBILD POWDER  50 GM"";"""";1;""1182"";"""";"""";""""",
